Name,City,Income,Credit Score,Loan Amount,Years Employed,Loan Approved,Income to Loan Ratio,Credit Band,Employment Band,Income Band ,Approval Flag,Risk Indicator 
Jeremy Coleman,Scottbury,39681,575,25025,16,No,2,Poor,10+ Years,<40k,0,Medium
Christopher Nash,Port Barry,87898,690,24892,3,Yes,4,Fair,3–5 Years,80k–99k,1,Medium
Ann Moon,New Heatherton,75293,556,6194,33,No,12,Poor,10+ Years,60k–79k,0,Medium
Jody Carter,Ramirezburgh,107014,534,27834,19,No,4,Poor,10+ Years,100k+,0,Medium
Austin Wiggins,New Diamondburgh,69210,595,36909,30,No,2,Poor,10+ Years,60k–79k,0,Medium
Stephanie Young,New Jennifer,113746,368,7652,17,Yes,15,Poor,10+ Years,100k+,1,Medium
Philip Cummings,New Sarah,85615,551,1573,20,No,54,Poor,10+ Years,80k–99k,0,Medium
Pamela Palmer,New Williamton,120480,703,9844,10,Yes,12,Good,6–10 Years,100k+,1,Low
Christopher Anderson,Audreyview,62780,773,17108,29,Yes,4,Excellent,10+ Years,60k–79k,1,Low
Brian Wright,North Tonyaberg,89878,300,19822,29,No,5,Poor,10+ Years,80k–99k,0,Medium
Katherine Webster,Onealmouth,140795,832,24195,38,Yes,6,Excellent,10+ Years,100k+,1,Low
Sara Sullivan,Alexandrachester,69599,470,33974,31,No,2,Poor,10+ Years,60k–79k,0,Medium
Andrew Jones,Meaganville,56111,722,26072,24,Yes,2,Good,10+ Years,40k–59k,1,Low
Alexander Freeman,East Ryanberg,80422,760,39694,8,Yes,2,Excellent,6–10 Years,80k–99k,1,Low
Elizabeth Sanchez,East Rebeccaview,141848,798,27164,29,Yes,5,Excellent,10+ Years,100k+,1,Low
Jacqueline Harris,South Susan,93335,551,10537,40,No,9,Poor,10+ Years,80k–99k,0,Medium
Elizabeth Brown,Blankenshipchester,43979,379,40206,18,No,1,Poor,10+ Years,40k–59k,0,Medium
Jose Woods,Jonesmouth,61091,498,21338,32,No,3,Poor,10+ Years,60k–79k,0,Medium
Willie Thomas,Brianhaven,79986,523,42331,33,No,2,Poor,10+ Years,60k–79k,0,Medium
Jerry Cook,Reedmouth,104963,591,25115,3,Yes,4,Poor,3–5 Years,100k+,1,Medium
Laurie Stephenson,Hamiltonhaven,77049,337,44667,35,No,2,Poor,10+ Years,60k–79k,0,Medium
Lacey Jones,Port Nicholas,105341,750,48936,40,Yes,2,Excellent,10+ Years,100k+,1,Low
Charles Herman,New Patrickfurt,68780,525,3745,2,No,18,Poor,0–2 Years,60k–79k,0,Medium
Troy Lee,South Lauren,121655,455,28978,35,No,4,Poor,10+ Years,100k+,0,Medium
Wanda Clark,East Micheleview,68696,794,5331,14,Yes,13,Excellent,10+ Years,60k–79k,1,Low
William Buckley,Wilsonmouth,32875,650,41422,23,No,1,Fair,10+ Years,<40k,0,Medium
Tina Scott,Crystalmouth,138794,839,11197,37,Yes,12,Excellent,10+ Years,100k+,1,Low
Diana Wheeler,East Lisa,116275,744,32679,17,Yes,4,Good,10+ Years,100k+,1,Low
Jordan Porter,Williamsshire,81879,607,17884,6,Yes,5,Fair,6–10 Years,80k–99k,1,Medium
Kristen Richard,East Steven,65976,456,7461,34,No,9,Poor,10+ Years,60k–79k,0,Medium
Jennifer Ross,Kerrybury,31061,466,41832,30,No,1,Poor,10+ Years,<40k,0,Medium
Mary Hampton,South Richardchester,104177,457,28146,30,No,4,Poor,10+ Years,100k+,0,Medium
Felicia Wood,Joefort,143386,705,39562,13,Yes,4,Good,10+ Years,100k+,1,Low
Samuel Mitchell,West Erik,119889,634,39892,24,Yes,3,Fair,10+ Years,100k+,1,Medium
Ashlee Miller,East Amberfort,132014,394,46703,9,No,3,Poor,6–10 Years,100k+,0,Medium
April Thompson MD,Erikastad,127605,389,3649,10,Yes,35,Poor,6–10 Years,100k+,1,Medium
Erin Williams,North Christinaborough,36428,474,26615,31,No,1,Poor,10+ Years,<40k,0,Medium
Kevin Gilbert,Port Cheyenneberg,149356,366,31299,38,No,5,Poor,10+ Years,100k+,0,Medium
Brooke Parsons,South Catherineport,109482,332,26781,21,No,4,Poor,10+ Years,100k+,0,Medium
Melissa Patrick,Stephanieport,127671,600,43827,25,Yes,3,Fair,10+ Years,100k+,1,Medium
Timothy Bauer,Elizabethborough,95107,546,31230,9,No,3,Poor,6–10 Years,80k–99k,0,Medium
Brittany Bolton,East Jennifer,139161,589,22805,20,Yes,6,Poor,10+ Years,100k+,1,Medium
Michelle Graham,Lake Elizabethside,148509,609,47472,13,Yes,3,Fair,10+ Years,100k+,1,Medium
Mary Diaz,Leeland,148349,350,3056,16,Yes,49,Poor,10+ Years,100k+,1,Medium
Robert Ford,Bowersmouth,67512,760,9709,20,Yes,7,Excellent,10+ Years,60k–79k,1,Low
Michelle Barrett,North Misty,131677,468,17423,26,No,8,Poor,10+ Years,100k+,0,Medium
Shawn Cook,East Johnfort,134708,584,14255,11,Yes,9,Poor,10+ Years,100k+,1,Medium
Randy Welch,Laurenstad,60162,645,1179,6,Yes,51,Fair,6–10 Years,60k–79k,1,Medium
Dr. Jonathan Clark,Erinhaven,109569,580,35791,25,Yes,3,Poor,10+ Years,100k+,1,Medium
Wendy Salazar,South Kayla,135110,340,30815,37,No,4,Poor,10+ Years,100k+,0,Medium
Kimberly Campos,West Marvinchester,76179,364,32097,26,No,2,Poor,10+ Years,60k–79k,0,Medium
Suzanne Lynch,West Mary,58705,528,30443,16,No,2,Poor,10+ Years,40k–59k,0,Medium
Matthew Williams,Lake Rebecca,113442,560,26874,16,No,4,Poor,10+ Years,100k+,0,Medium
Daryl Walker,Allentown,54920,740,4130,4,Yes,13,Good,3–5 Years,40k–59k,1,Low
Denise Olsen,Smithport,111381,352,33547,37,No,3,Poor,10+ Years,100k+,0,Medium
Matthew Roberts,Port Jimmyfurt,62850,636,12615,34,Yes,5,Fair,10+ Years,60k–79k,1,Medium
Alexis Jordan,Deborahfort,118835,321,7518,8,No,16,Poor,6–10 Years,100k+,0,Medium
Monique Jackson,Emilychester,129035,465,28947,13,No,4,Poor,10+ Years,100k+,0,Medium
Heather Hubbard,Kyleside,124493,370,5995,9,No,21,Poor,6–10 Years,100k+,0,Medium
Sarah Smith,North Kimberly,130593,576,12729,7,No,10,Poor,6–10 Years,100k+,0,Medium
Gail Mason,Dixonfort,116400,584,6457,22,Yes,18,Poor,10+ Years,100k+,1,Medium
Heather Hughes,New Sierra,119241,318,41654,5,No,3,Poor,3–5 Years,100k+,0,Medium
Carla Peterson DDS,South Vickie,139882,659,2952,21,Yes,47,Fair,10+ Years,100k+,1,Medium
Rebecca Reynolds,Lewisborough,47927,795,39427,4,No,1,Excellent,3–5 Years,40k–59k,0,Medium
Natasha Davenport,Grantmouth,112345,696,22116,23,Yes,5,Fair,10+ Years,100k+,1,Medium
Andrew Chavez,New Michaelstad,42735,646,28232,0,No,2,Fair,0–2 Years,40k–59k,0,Medium
Shannon Miller,New Abigailville,148410,439,32026,31,No,5,Poor,10+ Years,100k+,0,Medium
Kristen Juarez,New Lisamouth,112242,551,21451,34,No,5,Poor,10+ Years,100k+,0,Medium
Elaine Trevino,West Elizabethberg,114717,564,25876,9,No,4,Poor,6–10 Years,100k+,0,Medium
Samuel Zavala,Charlesport,35167,607,27664,1,No,1,Fair,0–2 Years,<40k,0,Medium
Dustin Lopez,Port Derrickhaven,70492,402,24758,7,No,3,Poor,6–10 Years,60k–79k,0,Medium
Dennis Cook,East Barbarashire,133364,380,16172,3,No,8,Poor,3–5 Years,100k+,0,Medium
Ryan Pierce,Port Jennifershire,87779,604,37199,19,No,2,Fair,10+ Years,80k–99k,0,Medium
Jamie Galvan,Samanthachester,34373,395,44115,21,No,1,Poor,10+ Years,<40k,0,Medium
Leah Rodriguez,Williamsstad,105965,715,36518,6,Yes,3,Good,6–10 Years,100k+,1,Low
Kevin Hoffman,North Matthew,77823,489,43499,36,No,2,Poor,10+ Years,60k–79k,0,Medium
Ashley Burnett,Robinsonberg,125991,473,49356,32,No,3,Poor,10+ Years,100k+,0,Medium
Jason Maldonado,Barbaraborough,47224,804,36885,15,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Daniel Estrada,Port Allison,41813,652,9926,25,No,4,Fair,10+ Years,40k–59k,0,Medium
Jennifer Lane,Johnville,149226,730,17711,38,Yes,8,Good,10+ Years,100k+,1,Low
Dr. Jared Lee III,New Jack,68680,422,44976,15,No,2,Poor,10+ Years,60k–79k,0,Medium
Andrew Bolton,Lake Charlesfurt,72823,436,15295,17,No,5,Poor,10+ Years,60k–79k,0,Medium
Laura Pearson,Port Heatherchester,127973,409,23371,13,No,5,Poor,10+ Years,100k+,0,Medium
Charles Wong,Port Miguelchester,84460,687,44222,33,Yes,2,Fair,10+ Years,80k–99k,1,Medium
Jill Harris,East Paul,53021,492,44637,15,No,1,Poor,10+ Years,40k–59k,0,Medium
Travis Kim III,Fordton,56318,361,31064,33,No,2,Poor,10+ Years,40k–59k,0,Medium
Jason Keith,West Joshua,47322,736,1902,30,Yes,25,Good,10+ Years,40k–59k,1,Low
Kendra Willis,Kevinbury,133089,760,14167,17,Yes,9,Excellent,10+ Years,100k+,1,Low
Tracey Nelson,Walkerberg,100701,317,16363,31,No,6,Poor,10+ Years,100k+,0,Medium
William Arnold,North Joseph,144879,679,35211,16,Yes,4,Fair,10+ Years,100k+,1,Medium
Denise Barrett,Julietown,77953,364,38169,6,No,2,Poor,6–10 Years,60k–79k,0,Medium
Douglas Pacheco,Lake Tyler,99579,841,1220,9,Yes,82,Excellent,6–10 Years,80k–99k,1,Low
Erin Norris,Bradleytown,95771,792,13675,11,Yes,7,Excellent,10+ Years,80k–99k,1,Low
Eric Duran,Heatherview,149732,504,42212,25,No,4,Poor,10+ Years,100k+,0,Medium
Toni Cunningham,Codyfort,65720,500,17048,20,No,4,Poor,10+ Years,60k–79k,0,Medium
George Ruiz,New Mathew,138851,533,29234,35,No,5,Poor,10+ Years,100k+,0,Medium
Billy Cunningham,East Robert,51567,344,14432,29,No,4,Poor,10+ Years,40k–59k,0,Medium
Zachary Jones,Higginsbury,63681,519,15317,23,No,4,Poor,10+ Years,60k–79k,0,Medium
David Hull,Martinezview,149806,760,14702,5,Yes,10,Excellent,3–5 Years,100k+,1,Low
David Wilson,Kylieside,138093,546,3894,30,Yes,35,Poor,10+ Years,100k+,1,Medium
Kimberly Sandoval,Port Tracyborough,93156,721,22675,6,Yes,4,Good,6–10 Years,80k–99k,1,Low
Kevin Buckley,Aaronstad,135708,665,30645,35,Yes,4,Fair,10+ Years,100k+,1,Medium
Alyssa Davis,Lake Joshuaburgh,68684,460,16349,2,No,4,Poor,0–2 Years,60k–79k,0,Medium
Christina Clark,West Steven,127853,760,15786,39,Yes,8,Excellent,10+ Years,100k+,1,Low
Bruce Barr,West Courtney,144084,606,46007,27,Yes,3,Fair,10+ Years,100k+,1,Medium
Arthur Santana,Grayburgh,74396,683,3302,34,Yes,23,Fair,10+ Years,60k–79k,1,Medium
Ryan Fisher,Port Ericland,135412,457,28200,6,No,5,Poor,6–10 Years,100k+,0,Medium
Michael Martin,Oliviaburgh,45095,845,44287,36,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Jerry Jackson,Ramirezview,91385,519,49065,1,No,2,Poor,0–2 Years,80k–99k,0,Medium
Edward Barton,Hoshire,39869,418,46515,8,No,1,Poor,6–10 Years,<40k,0,Medium
Crystal Graves,New Timothyshire,48449,438,4462,33,No,11,Poor,10+ Years,40k–59k,0,Medium
Shawn Lindsey,North William,128848,375,16826,34,No,8,Poor,10+ Years,100k+,0,Medium
Gina Medina,Joseside,59571,439,12685,2,No,5,Poor,0–2 Years,40k–59k,0,Medium
Samuel Harris,Lake Daisy,142740,830,10687,39,Yes,13,Excellent,10+ Years,100k+,1,Low
Javier Schultz,Lake Kathleenmouth,118647,468,45652,17,No,3,Poor,10+ Years,100k+,0,Medium
Gail Johnson MD,Port Elizabethtown,124924,331,6481,20,Yes,19,Poor,10+ Years,100k+,1,Medium
Patrick Walsh,North Haileyfort,118395,400,29768,34,No,4,Poor,10+ Years,100k+,0,Medium
Amy Mccoy,Lake Edwardstad,82089,620,25841,7,No,3,Fair,6–10 Years,80k–99k,0,Medium
Kathy Roberts,Joseland,140853,451,40344,36,No,3,Poor,10+ Years,100k+,0,Medium
Donna Boyd,East Gregoryport,135458,813,41740,2,Yes,3,Excellent,0–2 Years,100k+,1,Low
John Hunter,Johnsonton,103048,302,44387,16,No,2,Poor,10+ Years,100k+,0,Medium
Jamie Fields,West Jenniferview,77942,842,10827,25,Yes,7,Excellent,10+ Years,60k–79k,1,Low
Bryce Gutierrez,Williammouth,41836,678,44340,3,No,1,Fair,3–5 Years,40k–59k,0,Medium
Roberto Glover,Blairside,133636,340,41961,30,No,3,Poor,10+ Years,100k+,0,Medium
Daniel Ortiz,Montgomerytown,81717,838,13108,8,Yes,6,Excellent,6–10 Years,80k–99k,1,Low
Derek Williams,Port Peterhaven,31824,427,37424,33,No,1,Poor,10+ Years,<40k,0,Medium
Deborah Quinn,New Stacy,64663,810,17319,33,Yes,4,Excellent,10+ Years,60k–79k,1,Low
Nathan Lopez,South Josephberg,100329,367,10273,25,No,10,Poor,10+ Years,100k+,0,Medium
Elizabeth Jackson,Rickeyburgh,46199,321,16906,26,No,3,Poor,10+ Years,40k–59k,0,Medium
Bianca Bowen,Lewisport,89609,557,6384,29,No,14,Poor,10+ Years,80k–99k,0,Medium
Samantha Carter,Moorestad,78311,597,3773,11,Yes,21,Poor,10+ Years,60k–79k,1,Medium
Daryl Lowe,Amyburgh,118188,600,13561,1,No,9,Fair,0–2 Years,100k+,0,Medium
Julie Parker,Michellehaven,128174,843,34109,1,Yes,4,Excellent,0–2 Years,100k+,1,Low
Monica Richardson,Port Toni,118125,639,48546,8,No,2,Fair,6–10 Years,100k+,0,Medium
Ronald Brown,Benjaminton,64362,598,16651,13,No,4,Poor,10+ Years,60k–79k,0,Medium
Christine Hubbard,Jameshaven,106619,563,39477,20,No,3,Poor,10+ Years,100k+,0,Medium
Barbara Chandler,Port Curtis,79941,396,47616,38,No,2,Poor,10+ Years,60k–79k,0,Medium
John Johns,New Brandonborough,137795,546,39883,5,No,3,Poor,3–5 Years,100k+,0,Medium
Christina Robinson,Schneiderbury,113695,340,27650,2,No,4,Poor,0–2 Years,100k+,0,Medium
Tina Hull,Changmouth,78689,698,7246,29,Yes,11,Fair,10+ Years,60k–79k,1,Medium
Shannon Maxwell,North Rhondaborough,44201,327,2926,37,No,15,Poor,10+ Years,40k–59k,0,Medium
Richard Rodriguez,Port Carla,118452,313,17016,24,No,7,Poor,10+ Years,100k+,0,Medium
Mark Jimenez,Mackenzieville,60647,725,1201,39,Yes,50,Good,10+ Years,60k–79k,1,Low
Jenna Lynch,Denniston,91797,378,21396,38,No,4,Poor,10+ Years,80k–99k,0,Medium
Bryce Fox,Danielport,33280,531,16161,25,No,2,Poor,10+ Years,<40k,0,Medium
Grace Johnson,Port Wendy,111205,499,12180,10,No,9,Poor,6–10 Years,100k+,0,Medium
Jerry Rogers,Jonesview,145898,337,46574,18,No,3,Poor,10+ Years,100k+,0,Medium
Joshua Shepard,Port Michaeltown,103584,645,16574,31,Yes,6,Fair,10+ Years,100k+,1,Medium
Jessica Burch,New Heatherville,72992,431,28952,1,No,3,Poor,0–2 Years,60k–79k,0,Medium
Terri Golden,New Nicolestad,149964,699,27072,38,Yes,6,Fair,10+ Years,100k+,1,Medium
Seth Johnson,Lake Stanley,109964,628,49834,13,Yes,2,Fair,10+ Years,100k+,1,Medium
Christopher Robinson,Michaelchester,59015,821,37063,11,Yes,2,Excellent,10+ Years,40k–59k,1,Low
Brian Sims,Colemanside,114889,446,41709,13,No,3,Poor,10+ Years,100k+,0,Medium
Dr. Donna Mccarty,East Kevinside,38285,305,35590,28,No,1,Poor,10+ Years,<40k,0,Medium
Grace Young,South Brandon,113283,539,43279,23,No,3,Poor,10+ Years,100k+,0,Medium
Becky Garcia,Shannontown,137984,348,34252,23,No,4,Poor,10+ Years,100k+,0,Medium
Lauren Brown MD,North Jennifer,90852,763,17727,37,Yes,5,Excellent,10+ Years,80k–99k,1,Low
Jennifer Harper,Wangshire,149195,684,44042,18,Yes,3,Fair,10+ Years,100k+,1,Medium
Maria Malone,Davishaven,121891,602,10514,34,Yes,12,Fair,10+ Years,100k+,1,Medium
Lauren Walsh,East Mark,69608,405,20294,1,No,3,Poor,0–2 Years,60k–79k,0,Medium
Stacy Hudson,East Pamela,115097,410,13121,14,No,9,Poor,10+ Years,100k+,0,Medium
Charles Costa,Elliottton,83516,717,41777,1,No,2,Good,0–2 Years,80k–99k,0,Low
Kara Sanders MD,Comptontown,45292,752,12397,13,Yes,4,Excellent,10+ Years,40k–59k,1,Low
Tommy Ramsey,West Elizabeth,48320,670,43610,15,No,1,Fair,10+ Years,40k–59k,0,Medium
Kelly Sandoval,Port Loriport,35943,303,23589,26,No,2,Poor,10+ Years,<40k,0,Medium
Autumn Thomas,Petersonside,34877,450,27622,37,No,1,Poor,10+ Years,<40k,0,Medium
Kimberly Thomas,Claytonside,69893,691,38546,24,Yes,2,Fair,10+ Years,60k–79k,1,Medium
Mark Mclean,North Anna,94569,736,7439,9,Yes,13,Good,6–10 Years,80k–99k,1,Low
Renee Edwards,Tinaville,45220,557,13585,17,No,3,Poor,10+ Years,40k–59k,0,Medium
Chase Matthews,Melissaview,42739,341,2930,10,No,15,Poor,6–10 Years,40k–59k,0,Medium
Danny Smith,Burkefurt,60775,364,4614,7,No,13,Poor,6–10 Years,60k–79k,0,Medium
Pamela Gordon,North Elizabethmouth,146294,326,4140,4,No,35,Poor,3–5 Years,100k+,0,Medium
Anthony Wong,West Crystalland,100457,629,4560,29,Yes,22,Fair,10+ Years,100k+,1,Medium
Christopher Soto,Port Brandi,47781,753,43078,26,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Amber Richardson,Josephfort,80940,751,30012,38,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Christopher Klein,Mcclurefurt,89459,721,45000,8,Yes,2,Good,6–10 Years,80k–99k,1,Low
Haley Peters,Lake Moniquefort,78629,693,4125,10,Yes,19,Fair,6–10 Years,60k–79k,1,Medium
Tara Jones,Andrewhaven,117881,846,18222,4,Yes,6,Excellent,3–5 Years,100k+,1,Low
Christina Chavez,East Stephaniemouth,127404,666,47852,10,Yes,3,Fair,6–10 Years,100k+,1,Medium
Thomas Morales,Stephensland,121289,775,1697,13,Yes,71,Excellent,10+ Years,100k+,1,Low
Stephanie Martin,North Carrietown,100804,688,8380,14,Yes,12,Fair,10+ Years,100k+,1,Medium
Cynthia Palmer,Davidfort,84935,653,25640,7,No,3,Fair,6–10 Years,80k–99k,0,Medium
Jermaine Vance,Kurtshire,106983,350,48578,10,No,2,Poor,6–10 Years,100k+,0,Medium
Erica Thomas,Carterton,127290,396,29256,17,No,4,Poor,10+ Years,100k+,0,Medium
Sandra Ross,East Rebeccafort,125236,825,12161,11,Yes,10,Excellent,10+ Years,100k+,1,Low
Roy Fowler,Shannonshire,50253,849,12953,6,Yes,4,Excellent,6–10 Years,40k–59k,1,Low
Debbie Arias,Jacksonside,146052,648,49139,31,Yes,3,Fair,10+ Years,100k+,1,Medium
Melissa Kim,Delacruzbury,84379,548,8535,32,No,10,Poor,10+ Years,80k–99k,0,Medium
Michael Flores,West Jeremymouth,115841,323,33297,37,No,3,Poor,10+ Years,100k+,0,Medium
Mallory Powell,South Timothyton,42978,712,33536,15,No,1,Good,10+ Years,40k–59k,0,Medium
Kelly Aguirre,West Kathyfurt,139273,447,6528,10,Yes,21,Poor,6–10 Years,100k+,1,Medium
Mark Murphy,North Victoria,94139,674,1972,21,Yes,48,Fair,10+ Years,80k–99k,1,Medium
Jillian Garcia,Richardberg,110694,374,35264,11,No,3,Poor,10+ Years,100k+,0,Medium
Kenneth Murphy,Novakton,83492,847,45686,17,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Marcus Weaver,East Davidton,66666,638,3222,38,Yes,21,Fair,10+ Years,60k–79k,1,Medium
Crystal Wilkinson,Proctorview,34288,819,20127,8,Yes,2,Excellent,6–10 Years,<40k,1,Low
Larry Mathis,Lake Christopherstad,120476,762,42029,34,Yes,3,Excellent,10+ Years,100k+,1,Low
Tonya Potter,Lake Dianaland,78566,665,12733,15,Yes,6,Fair,10+ Years,60k–79k,1,Medium
Jennifer Myers,New Kayla,58477,491,2718,39,No,22,Poor,10+ Years,40k–59k,0,Medium
James Miller,Lake Courtneymouth,88115,806,41005,34,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Joshua Vincent MD,Wagnerberg,88287,432,21979,33,No,4,Poor,10+ Years,80k–99k,0,Medium
Kathleen Brady,Erintown,60947,708,43175,11,Yes,1,Good,10+ Years,60k–79k,1,Medium
Rebecca Wood,Nicolestad,142125,699,25965,39,Yes,5,Fair,10+ Years,100k+,1,Medium
Jesus Johnson,East Joshuaside,77537,480,49920,21,No,2,Poor,10+ Years,60k–79k,0,Medium
Debra White,Murrayfurt,43022,500,10198,22,No,4,Poor,10+ Years,40k–59k,0,Medium
Lisa Lopez,Lake Stephanie,119873,845,49454,36,Yes,2,Excellent,10+ Years,100k+,1,Low
Rachel Greer,Port Shelia,78147,405,23294,25,No,3,Poor,10+ Years,60k–79k,0,Medium
Bobby Becker,Jacobmouth,101364,794,12658,21,Yes,8,Excellent,10+ Years,100k+,1,Low
Wayne Jackson,Port Heather,148187,651,35717,38,Yes,4,Fair,10+ Years,100k+,1,Medium
Jacqueline Walker,New Jenniferstad,114518,674,2681,31,Yes,43,Fair,10+ Years,100k+,1,Medium
Tina Herring,Alexismouth,77012,799,45571,18,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Courtney Lee,Lake Patriciashire,37936,376,8418,30,No,5,Poor,10+ Years,<40k,0,Medium
Carmen Gonzalez,Brandiview,82184,338,6636,23,No,12,Poor,10+ Years,80k–99k,0,Medium
Gabriel Murphy,East Jessicastad,66160,519,28491,30,No,2,Poor,10+ Years,60k–79k,0,Medium
Jillian Stewart,New Josephberg,54878,411,19578,5,No,3,Poor,3–5 Years,40k–59k,0,Medium
Hector Bryant,Lake Brittanyfort,46011,361,40653,8,No,1,Poor,6–10 Years,40k–59k,0,Medium
Adriana Ward,Port Willie,141153,656,27358,10,Yes,5,Fair,6–10 Years,100k+,1,Medium
Taylor Grant,Butlermouth,138028,818,28231,28,Yes,5,Excellent,10+ Years,100k+,1,Low
Diana Huffman,South Janice,89600,822,23104,17,Yes,4,Excellent,10+ Years,80k–99k,1,Low
Gina Chapman,Lauramouth,42015,594,12650,32,No,3,Poor,10+ Years,40k–59k,0,Medium
Tyler Lozano,Port Heathermouth,116870,326,9921,0,No,12,Poor,0–2 Years,100k+,0,Medium
Amanda Solis,Danielleshire,57801,537,5767,15,No,10,Poor,10+ Years,40k–59k,0,Medium
Shawn Ware,Port Markmouth,114109,370,14654,0,No,8,Poor,0–2 Years,100k+,0,Medium
John Boyd,Petersburgh,113819,402,19606,19,No,6,Poor,10+ Years,100k+,0,Medium
Joseph Jensen,Willisfort,108269,447,33740,14,No,3,Poor,10+ Years,100k+,0,Medium
Steven Mccormick,Dawnberg,32799,306,9502,23,No,3,Poor,10+ Years,<40k,0,Medium
Victoria Padilla,Keithland,36629,838,15315,11,Yes,2,Excellent,10+ Years,<40k,1,Low
Rhonda Rodriguez,East Mary,133126,429,14119,38,No,9,Poor,10+ Years,100k+,0,Medium
Ryan Smith,Claireton,73713,686,49384,0,No,1,Fair,0–2 Years,60k–79k,0,Medium
Kelly Perry,Mooreside,61925,774,23610,1,Yes,3,Excellent,0–2 Years,60k–79k,1,Low
Pamela Powell,Lake Stephenburgh,46505,658,32462,29,No,1,Fair,10+ Years,40k–59k,0,Medium
Paul Cox,Timothyfurt,133150,458,38435,2,No,3,Poor,0–2 Years,100k+,0,Medium
Luke Dixon,Reyesside,104000,546,48812,6,No,2,Poor,6–10 Years,100k+,0,Medium
Joshua White,Hornefort,56896,479,5149,29,No,11,Poor,10+ Years,40k–59k,0,Medium
Christina Cobb,New Diana,38992,490,2918,20,No,13,Poor,10+ Years,<40k,0,Medium
Christopher Moses,Lake Robert,138765,475,7606,27,Yes,18,Poor,10+ Years,100k+,1,Medium
Mary Richards,Joelside,130290,447,16496,10,No,8,Poor,6–10 Years,100k+,0,Medium
Jack Brandt,West Angela,102641,615,18483,26,Yes,6,Fair,10+ Years,100k+,1,Medium
Nathaniel Ford,Robinsonfurt,57152,596,17196,1,No,3,Poor,0–2 Years,40k–59k,0,Medium
Debbie King,Carrville,106858,484,30283,38,No,4,Poor,10+ Years,100k+,0,Medium
Shannon Gonzales,New Grant,58305,371,11622,3,No,5,Poor,3–5 Years,40k–59k,0,Medium
Melvin Carlson,Higginsborough,136568,802,47394,20,Yes,3,Excellent,10+ Years,100k+,1,Low
Trevor Bautista,East Edward,143992,400,9828,23,Yes,15,Poor,10+ Years,100k+,1,Medium
Richard Roy,East Benjamin,60539,345,18387,35,No,3,Poor,10+ Years,60k–79k,0,Medium
Robert Parks MD,Baileyborough,73064,681,44735,32,Yes,2,Fair,10+ Years,60k–79k,1,Medium
David Nichols,Port Maryton,131498,506,2136,17,Yes,62,Poor,10+ Years,100k+,1,Medium
Cynthia Hughes,Port Ashleyshire,49340,628,8174,29,No,6,Fair,10+ Years,40k–59k,0,Medium
Russell Martin,Port Jessica,133369,395,2496,9,No,53,Poor,6–10 Years,100k+,0,Medium
Carol Mcintosh,Elizabethland,148034,610,14031,30,Yes,11,Fair,10+ Years,100k+,1,Medium
Sean Dixon,New Madelinetown,108116,725,31808,5,Yes,3,Good,3–5 Years,100k+,1,Low
Kevin Davis,East Raymondberg,30371,455,8573,13,No,4,Poor,10+ Years,<40k,0,Medium
Sean Bradshaw,Ortizberg,66342,354,8547,38,No,8,Poor,10+ Years,60k–79k,0,Medium
Megan Wilson,Powellberg,142513,485,3742,7,No,38,Poor,6–10 Years,100k+,0,Medium
Amanda Taylor,Dorothyhaven,48964,748,17297,12,Yes,3,Good,10+ Years,40k–59k,1,Low
Nicole Lewis,Ashleychester,47038,689,23106,13,No,2,Fair,10+ Years,40k–59k,0,Medium
Mary Gibson,Kimberlyville,100807,453,19484,11,No,5,Poor,10+ Years,100k+,0,Medium
Duane Clarke,Garrettberg,62853,645,1572,36,Yes,40,Fair,10+ Years,60k–79k,1,Medium
Vicki Hernandez,Nicholastown,134662,498,46916,23,No,3,Poor,10+ Years,100k+,0,Medium
Hannah James PhD,Port Sarahshire,52871,653,9401,37,Yes,6,Fair,10+ Years,40k–59k,1,Medium
Alan Davis DVM,East Joshuachester,44408,667,37024,20,No,1,Fair,10+ Years,40k–59k,0,Medium
Jasmine Farmer,East Meghan,116646,565,5911,9,No,20,Poor,6–10 Years,100k+,0,Medium
William Conrad,Martinezburgh,143567,790,16126,35,Yes,9,Excellent,10+ Years,100k+,1,Low
Antonio George Jr.,South Ronaldshire,33379,322,28023,14,No,1,Poor,10+ Years,<40k,0,Medium
Scott Schmidt,West Luisburgh,47275,307,15538,18,No,3,Poor,10+ Years,40k–59k,0,Medium
Anthony Smith,Rebeccafurt,31947,808,37990,40,Yes,1,Excellent,10+ Years,<40k,1,Medium
Jay Buchanan,West Scottstad,76955,680,19680,27,Yes,4,Fair,10+ Years,60k–79k,1,Medium
Theresa King,East Maryview,133544,772,29454,0,Yes,5,Excellent,0–2 Years,100k+,1,Low
Justin Hammond,North Jaredchester,133341,535,7578,28,Yes,18,Poor,10+ Years,100k+,1,Medium
Phillip Davis,South Zachary,61186,313,34872,6,No,2,Poor,6–10 Years,60k–79k,0,Medium
Meagan West,New Anthony,107182,410,23460,3,No,5,Poor,3–5 Years,100k+,0,Medium
